index,linkPoster,name,role,time,content,content_img,linkPost,status
23,No link,Người tham gia ẩn danh,Thành viên,9 tháng 11 lúc 11:46,Mn ơi sv 1 ngày tiêu hết 1tr là nhiều hay ít ạ,No picture,https://www.facebook.com/groups/ued.confessions/posts/2051422498706742/?__cft__[0]=AZXHrZHAECXfF6nqebt7KunqDKhqU3mBFhvqQUarR0pJHzW8AaRmo2riVfVVxRa6iAvHH8Sc7x7hCpoYH_SAjmrE_gNS_QIFEi7JTWViVvq9W9jkg9wSbnr0PCoc4vBjzuB7V36vRjzDIYKqRN_RB7y9qOTSH8ztmielJfZ_YpYOLbJjeS4gse5ose-LBKX_f_Mslq4zWX2na0vl0gF8_0PfZSQuNt18J7Rws45-OY2NHw&__tn__=%2CO%2CP-R,Success
24,No link,Người tham gia ẩn danh,Thành viên,11 tháng 11 lúc 22:58,"CẢ NHÀ CHO E HỎI CÓ CHUYẾN XE NÀO TỪ KTX SP ĐN LÊN BỆNH VIỆN DA LIỄU TRUNG ƯƠNG HÀ NỘI KO Ạ. 
ĐI TỪ NGÀY 1/12 ĐẾN 10/12 Ạ.
 GIÁ TẦM 500K ĐỔ XUỐNG. 
E XIN CẢM ƠN.",No picture,https://www.facebook.com/groups/ued.confessions/posts/c%E1%BA%A3-nh%C3%A0-cho-e-h%E1%BB%8Fi-c%C3%B3-chuy%E1%BA%BFn-xe-n%C3%A0o-t%E1%BB%AB-ktx-sp-%C4%91n-l%C3%AAn-b%E1%BB%87nh-vi%E1%BB%87n-da-li%E1%BB%85u-trung-%C6%B0%C6%A1ng-/2053301468518845/?__cft__[0]=AZUQYzgtURJkSId2-5Cy8aYj9EgoNpCJ68qkYrrTwPYmylM9OovFrppxD9zQsn-7sA-AkPt2BHHQmTKO97F30qj8P8WUJHq9UGbyUshS0h4lGId09JOfjTNQt1B7Xo-dRQ9gZvwY8bPWz7fJN0o2y60BTvKukMmey73yLsa-OP8jg6lGgjbPJycgyO-sdmZdqNmWT3qhFnc8vHrrhEqJe7N1Lb3GgCbsqqTqlEqKRV4GAA&__tn__=%2CO%2CP-R,Success
25,No link,Người tham gia ẩn danh,Thành viên,11 tháng 11 lúc 15:54," LÊN ĐẠI HỌC NHẤT ĐỊNH PHẢI GHI NHỚ NHỮNG ĐIỀU NÀY 
1. Điểm chuyên cần cũng quan trọng.
2. Không coi thường bất cứ môn nào.
3. Tham gia một Cộng Đồng sinh viên : Meca, clb... để học hỏi và trau dồi nhiều kĩ năng mềm
4. Học TOEIC từ năm nhất, điều mà sau nhìn lại thấy mình học và thi sớm đúng đắn quá luôn 
5. Câu nói “Đời sinh viên nhất định phải trượt môn một lần” không đáng để làm theo. Nếu trượt môn, hãy lấy đó làm bài học để sau này không bao giờ gặp phải tình trạng đó nữa.
6. Năm 1, 2 không phải để chơi như người ta đồn thổi. Mình gặp rất nhiều bạn vì 2 năm đầu không cố gắng mà đến năm 3, 4 dù có cố gắng cũng không cải thiện được bảng điểm và loại bằng.
7. GPA có quan trọng không? Có!
8. Nếu cảm thấy tham gia CLB chỉ mang lại áp lực và chiếm dụng thời gian, cứ mạnh dạn bỏ. Hãy tham gia nếu bạn thực sự học được/có được điều gì từ nó.
9. Tạo mối quan hệ tốt với giảng viên là điều cần thiết. Không phải để bạn được nâng điểm, đừng hướng đến điều đó. Giảng viên có thể sẽ giúp bạn có được công việc làm thêm, làm chính thức hoặc viết thư giới thiệu nếu bạn có ý định apply du học.
10. Làm thêm là tốt, nhưng không được hy sinh việc học. Thời đi học thì việc học vẫn nên là ưu tiên hàng đầu.
11. Bên cạnh chuyên ngành, nên học các chứng chỉ (ngoại ngữ, tin học,…), các kỹ năng mềm. Có những điều này chưa bao giờ là thừa. Nâng cấp bản thân chưa bao giờ là hao công tổn phí.
12. Nhất định phải học cách viết mail cho chuẩn chỉnh, kể cả đi học hay đi làm thì kỹ năng này cũng sẽ giúp bạn rất nhiều.",No picture,https://www.facebook.com/groups/ued.confessions/posts/-l%C3%AAn-%C4%91%E1%BA%A1i-h%E1%BB%8Dc-nh%E1%BA%A5t-%C4%91%E1%BB%8Bnh-ph%E1%BA%A3i-ghi-nh%E1%BB%9B-nh%E1%BB%AFng-%C4%91i%E1%BB%81u-n%C3%A0y-1-%C4%91i%E1%BB%83m-chuy%C3%AAn-c%E1%BA%A7n-c%C5%A9ng-quan-t/2053027375212921/?__cft__[0]=AZWCabKb05XKa0d_iwleF8e8AK4m8VsCc2Y4jBxf_9iM98HRh9x--_8JKsHyJUkMqX5Td502FKjftsHMFKnebqAI1NHrLlTXIQ32eGTYx0pmO_54DFMLUidMIMYCJQvnT64U524Fmi78u4T0JzptXc2JXtqoupAyd2vufdC5fu07tQ0loB2wXDEgNpxVVO3cbV99A7AacxTzmhMLS4pAL2XwHeiJVPefN7NXoQCKkzL-9A&__tn__=%2CO%2CP-R,Success
26,No link,Người tham gia ẩn danh,Thành viên,11 tháng 11 lúc 21:29,đầu năm không đăng nhập mail trường chừ mail không cho đăng nhập nữa thì sao ạ ,No picture,https://www.facebook.com/groups/ued.confessions/posts/%C4%91%E1%BA%A7u-n%C4%83m-kh%C3%B4ng-%C4%91%C4%83ng-nh%E1%BA%ADp-mail-tr%C6%B0%E1%BB%9Dng-ch%E1%BB%AB-mail-kh%C3%B4ng-cho-%C4%91%C4%83ng-nh%E1%BA%ADp-n%E1%BB%AFa-th%C3%AC-sao-%E1%BA%A1-/2053228355192823/?__cft__[0]=AZVoO-vN4MCtz3UD2BsI2XXWzLIdm62FtxzKqcHuM19Jqomdz94RtRlkWRYyu5O9HU0hFCo1xNNDKJM2CYCn6oAM-FsYs2bfc8YgA0tKPQ2eUoyGBIDquOe5ZggkE5iT6o9PcdG-7OCQfJ8732vCcZda6CoRHKcHM96XLdu6QbHD4rJ_dCKhMUGgA61VUsKrx62d2x9LhCyD1Uo5jef5KR4I1AEuDfdYK7G57Rc-_Kfclw&__tn__=%2CO%2CP-R,Success
27,No link,Người tham gia ẩn danh,Thành viên,11 tháng 11 lúc 19:51,Ai ôn thi HSK 6 chung k ạ,No picture,https://www.facebook.com/groups/ued.confessions/posts/ai-%C3%B4n-thi-hsk-6-chung-k-%E1%BA%A1-/2053162075199451/?__cft__[0]=AZUpxFXUeg1ll4FlUXdbTI--TWl2giOdYlque_7cwhb0YUb1-G13536jSFyBkYfIVdFTue3CbqRvi4rkIAAxsfD035BV5_gJmhQPSsFRjcK1qICsxz3e9SsLz5XALJhxf1AL3YMHqelLVC6gSBylOSiqBFNF6lGKyfvquH4VuGi4hX3tTL6mZY0Ml2-WFlIMGXxp-bAkel0mW2uz8oy9tdfEtUpxvTWv6OUl2Orn3g6mtw&__tn__=%2CO%2CP-R,Success
28,No link,Người tham gia ẩn danh,Thành viên,11 tháng 11 lúc 15:58,Mn biết phòng gym nào có PT nữ giá cả ok xíu k ạ,No picture,https://www.facebook.com/groups/ued.confessions/posts/mn-bi%E1%BA%BFt-ph%C3%B2ng-gym-n%C3%A0o-c%C3%B3-pt-n%E1%BB%AF-gi%C3%A1-c%E1%BA%A3-ok-x%C3%ADu-k-%E1%BA%A1/2053029511879374/?__cft__[0]=AZVxpapyUBvX8GJAjUVLACG-SFdkiYAEqlhRYQYO5xB2N7EIhX9kxtJ_xwD_0hOSH63l96GcYbgaY6hI5fj-D2iOZSoWKwybD9Y9dGmiAVYvDFTDdsgTyIkRKHgn76XeqnF40iEfvZTAS8QHDvw4S-c5I8fwMzRJOpnwi5qgtEdvOFAuZHmsf0IIcsLVTUUr4ODWrgNfoYY_V12JNMqXWmn19V6eWb2b1ZLR2kdwPe0N4Q&__tn__=%2CO%2CP-R,Success
29,No link,Người tham gia ẩn danh,Thành viên,11 tháng 11 lúc 18:07,Dạ mọi người cho em hỏi nếu bị thiếu 1 tín chỉ của 1 môn học phần mà ko kịp nộp tiền đúng hạn thì nộp trễ có bị làm sao ko ạ,No picture,https://www.facebook.com/groups/ued.confessions/posts/d%E1%BA%A1-m%E1%BB%8Di-ng%C6%B0%E1%BB%9Di-cho-em-h%E1%BB%8Fi-n%E1%BA%BFu-b%E1%BB%8B-thi%E1%BA%BFu-1-t%C3%ADn-ch%E1%BB%89-c%E1%BB%A7a-1-m%C3%B4n-h%E1%BB%8Dc-ph%E1%BA%A7n-m%C3%A0-ko-k%E1%BB%8Bp-n%E1%BB%99p-/2053095925206066/?__cft__[0]=AZXzmJDDzog9-Y6O7fgtuAvUpTK0lj2t1OBd40kCS57qSJU1qercrR5STCROc_UhGlvwznFk9n2fkacnoVRWsVeo_MYinE2R1Mrgg56Zo9Jb9_LsEpZ0t9oQVtm3pO_cO66ha4_ZWq4YsH7Y0uQDLxUtnLvLBQqYji_MCI_Rj2SMBzG8oTlH21cvksou_qLQ0LtFxdY9Y8_c6cJvQDTVYTl1h_dqn3XkL_sgdhhpPYeS_g&__tn__=%2CO%2CP-R,Success
30,No link,Người tham gia ẩn danh,Thành viên,11 tháng 11 lúc 17:47,những môn này nên học giảng viên nào ạ,{0: 'https://scontent.fdad3-6.fna.fbcdn.net/v/t39.30808-6/466676386_1731105621080163_2879555859869902017_n.jpg?stp=dst-jpg_p180x540&_nc_cat=108&ccb=1-7&_nc_sid=aa7b47&_nc_ohc=WFgGDEWBAacQ7kNvgHftcjf&_nc_zt=23&_nc_ht=scontent.fdad3-6.fna&_nc_gid=A2CLnLbIrJBDMhPtwr0T4el&oh=00_AYBwo5n7QAdqvIpjcbt8ubkU4Ihta10OU_Dd1qCbH0RwOg&oe=673A1CD8'},https://www.facebook.com/groups/ued.confessions/posts/nh%E1%BB%AFng-m%C3%B4n-n%C3%A0y-n%C3%AAn-h%E1%BB%8Dc-gi%E1%BA%A3ng-vi%C3%AAn-n%C3%A0o-%E1%BA%A1/2053085381873787/?__cft__[0]=AZWG2rlSzV8UHY1qt03YLQqU7iaJ95V55LyXFPTpJFlqXcfKOPbqAOBqpwOLgT1N7SNl-aegKvfZAtchj9InyVdY70ekeuT1oSGaqUPRJE8liARVSjAzulnKWPzAulFkY5bbI19fG7LiCOqoyjykXaL4JUaK7LRv_Zq4H-3_ssApfyGHCKS79jdazPbOdNxoBTiIHPlgCqJX2Vehi62z9CCCWLg86q6zPVm8kpJyhZz6UQ&__tn__=%2CO%2CP-R,Success
31,No link,Người tham gia ẩn danh,Thành viên,11 tháng 11 lúc 14:13,Anh chị giải giúp em bài này đc ko ạ,{0: 'https://scontent.fdad3-6.fna.fbcdn.net/v/t39.30808-6/466465525_3073991526091286_839233187630426163_n.jpg?stp=dst-jpg_s1080x2048&_nc_cat=105&ccb=1-7&_nc_sid=aa7b47&_nc_ohc=5mjf-8jM-BsQ7kNvgEsvbPu&_nc_zt=23&_nc_ht=scontent.fdad3-6.fna&_nc_gid=AXlLPIcugURz88o_jr23TUf&oh=00_AYD5XELGAR1YvBQTPXmhk-gK2KtXUp9BCzbC7jltmJPh3Q&oe=673A20A9'},https://www.facebook.com/groups/ued.confessions/posts/anh-ch%E1%BB%8B-gi%E1%BA%A3i-gi%C3%BAp-em-b%C3%A0i-n%C3%A0y-%C4%91c-ko-%E1%BA%A1/2052978268551165/?__cft__[0]=AZUmRwwJsa0JwzPUEOseExlZ4_d-bcKhjm8AhJH9PiVaQux63wRzb1AxIPGP3F7OPH2GvOUc8pQgl0P8_E412TjAvWVw4LvFeH2h2IKg4dlT8KpVZiYyT5lc9qdk-SImZo52Oo7s6kRR0yEmOfc8v9BmKbmmBz9o2rRci4rexgUiW8bJmr7G1P5pEGE8aijIM_KzmXJAJn5LbTRYd5WmAfW7dd5S0ZOlywDeznzlrWVp_Q&__tn__=%2CO%2CP-R,Success
32,No link,Người tham gia ẩn danh,Thành viên,7 tháng 11 lúc 11:27,"Mình cần tìm bạn nữ ở ghép trọ sau đh sư phạm ạ, trọ cao kh ngập lụt, ( mình kh nấu ăn ) đi bộ đi học 5-7p thôi ạ. Ai muốn ở ghép thì chấm bài mình ib ạ
 Giá trọ công khai 400/người ạ",No picture,https://www.facebook.com/groups/ued.confessions/posts/m%C3%ACnh-c%E1%BA%A7n-t%C3%ACm-b%E1%BA%A1n-n%E1%BB%AF-%E1%BB%9F-gh%C3%A9p-tr%E1%BB%8D-sau-%C4%91h-s%C6%B0-ph%E1%BA%A1m-%E1%BA%A1-tr%E1%BB%8D-cao-kh-ng%E1%BA%ADp-l%E1%BB%A5t-m%C3%ACnh-kh-n%E1%BA%A5u-/2049904478858544/?__cft__[0]=AZWf4uus9Ox9la9NJhrrcvNL817ruuhKn99FpNst3gCuwL37KydR3cQtonthoPpCnk92S7OwZZtN_tWzBHtcZOYDeS_poBZJY5DjlYi6wl42c3m4xi_ZupBUQYTzYErQsXPrWhBwpcMjDCcPNkjLpPwwjoEPVk6vFO-Zcltcp7EkAEraSpV7EYoHEj9PsVi2W4L4P6mYrJcmRuevCchBPzbCdGgPcIoJ6WgXrjtgfLCdSg&__tn__=%2CO%2CP-R,Success
33,No link,Người tham gia ẩn danh,Thành viên,11 tháng 11 lúc 11:34,"Anh chị nào còn đề ôn thi cuối kì môn Xác Suất Thống Kê thì cho em xin với ạ, em cảm ơn anh chị nhiều ạ",No picture,https://www.facebook.com/groups/ued.confessions/posts/anh-ch%E1%BB%8B-n%C3%A0o-c%C3%B2n-%C4%91%E1%BB%81-%C3%B4n-thi-cu%E1%BB%91i-k%C3%AC-m%C3%B4n-x%C3%A1c-su%E1%BA%A5t-th%E1%BB%91ng-k%C3%AA-th%C3%AC-cho-em-xin-v%E1%BB%9Bi-%E1%BA%A1-em-/2052905368558455/?__cft__[0]=AZWcWcPPiC0m6TSMIn61jTiYjs9gYLjMsJk3JR67C_SIj0OXISJqqbzPfzJF_s_rcxaXPj0JcnYW2c2ipWfQmAdDenHbqFbX7VyGJIkQn4EoDRxC7QGwsIjBFI6zfbTCpQVV9Suu8kvYPNsoz1VxhdeLBwa4LixBTaqQHA0Ibg0pywFOy-_rnFcqDia277NfPFq7SR0IaLWqEz6HqpwfOhJppFGLNA59PbCys5sDsVFscw&__tn__=%2CO%2CP-R,Success
34,No link,Người tham gia ẩn danh,Thành viên,39 phút,mấy ac cho e hỏi mấy môn này nên học ai ạ,"{0: 'https://scontent.fdad3-6.fna.fbcdn.net/v/t39.30808-6/466874090_1342810250038993_5793087681946735583_n.jpg?stp=cp6_dst-jpg_p526x296&_nc_cat=101&ccb=1-7&_nc_sid=aa7b47&_nc_ohc=NroA0naPgE8Q7kNvgEcQ3xT&_nc_zt=23&_nc_ht=scontent.fdad3-6.fna&_nc_gid=AXlLPIcugURz88o_jr23TUf&oh=00_AYDhpFOyVWYwsPjGrmsO_389NM5XGw9xJM6L5exeGetdOA&oe=673A2A5D', 1: 'https://static.xx.fbcdn.net/images/emoji.php/v9/t73/1/16/1f979.png'}",https://www.facebook.com/groups/ued.confessions/posts/m%E1%BA%A5y-ac-cho-e-h%E1%BB%8Fi-m%E1%BA%A5y-m%C3%B4n-n%C3%A0y-n%C3%AAn-h%E1%BB%8Dc-ai-%E1%BA%A1/2054459805069678/?__cft__[0]=AZVpXC8t8G2Kek-aVTrWRhIdfrTUZ4orFrO2kmKawzERhbkEnsJxnCvbev8PRzn_MqxfPHrp1zPLHV2ZfViwYXDz6Uf7a7YdX9OwkQ13MmJ12CesLyZAQdTXZW1yhnWnkf1bIlwYR2db1Z7lnsP46BgrPuukjD_AnZIpbcqXZMTGqyBcX0cSVS9AUQW3N5T5D6U&__tn__=%2CO%2CP-R,Success
35,No link,Người tham gia ẩn danh,Thành viên,11 tháng 11 lúc 20:53,Bạn nghĩ sao về người con trai cắm sừng bạn rồi bảo bạn chờ được thì chờ?,No picture,https://www.facebook.com/groups/ued.confessions/posts/b%E1%BA%A1n-ngh%C4%A9-sao-v%E1%BB%81-ng%C6%B0%E1%BB%9Di-con-trai-c%E1%BA%AFm-s%E1%BB%ABng-b%E1%BA%A1n-r%E1%BB%93i-b%E1%BA%A3o-b%E1%BA%A1n-ch%E1%BB%9D-%C4%91%C6%B0%E1%BB%A3c-th%C3%AC-ch%E1%BB%9D/2053203001862025/?__cft__[0]=AZW5BhjflVpibdAWnmeaqccfotB4lIsdXaC6G5VedvkvLWYukMblqqkXSkk9ykhzJsBuixr1X-1xMjYQ_rZfnvV_P4UXrsgm9oQslMNfqqymIyvtoFjSJkSeDdAxhcaULRGquTwxtFMyTbh58HbJXfBn5rfcxpsmEtGaWIQ3l9DyXw&__tn__=%2CO%2CP-R,Success
36,No link,Người tham gia ẩn danh,Thành viên,11 tháng 11 lúc 15:54,Gái sưpham cute mà sao phũ phàng thế ạ,No picture,https://www.facebook.com/groups/ued.confessions/posts/g%C3%A1i-s%C6%B0pham-cute-m%C3%A0-sao-ph%C5%A9-ph%C3%A0ng-th%E1%BA%BF-%E1%BA%A1-/2053027511879574/?__cft__[0]=AZVxgl_TzhoNhhq5NH3FNg0JKO9z2L7zOLsvRN-QLtygsn-t9Cn-t3JaBjlR9QVb9FEq2578YAtgwIPk-V7H4wzOT5sZEykFhjDf71avVUxz7dfJ1vT28rarJPZWezoLhJ1nhmMu05za1WrVjVkGTQFWZZVPGpZDcbLJXdmCuoGXxA&__tn__=%2CO%2CP-R,Success
37,No link,Người tham gia ẩn danh,Thành viên,11 tháng 11 lúc 15:54,Nghe nói bảo vào trường mình được phát người yêu có đúng không hay bìm bịp ạ,No picture,https://www.facebook.com/groups/ued.confessions/posts/nghe-n%C3%B3i-b%E1%BA%A3o-v%C3%A0o-tr%C6%B0%E1%BB%9Dng-m%C3%ACnh-%C4%91%C6%B0%E1%BB%A3c-ph%C3%A1t-ng%C6%B0%E1%BB%9Di-y%C3%AAu-c%C3%B3-%C4%91%C3%BAng-kh%C3%B4ng-hay-b%C3%ACm-b%E1%BB%8Bp-%E1%BA%A1/2053027565212902/?__cft__[0]=AZXsNzzU1ZN0TTolI_t4Vb1suH-a7gmAPDCnYU2gG1ZsjJnFq52AEtaBly025UAj9VOrT1rik_qJ8_aeyAdc6Tz9h8ODnNmzY5R9yNi5HQFki397S8jURw8hOjjBN6jL31MD5xVHyd-Y0HfmfwxZYA6CioU1EnFDVW_PIkZrBlSHSw&__tn__=%2CO%2CP-R,Success
38,No link,Người tham gia ẩn danh,Thành viên,8 tháng 11 lúc 17:08,Gửi bạn biển tỉnh 77 gửi xe sáng nay. Bạn gửi xe mà khoá cổ là sao?. Gửi xe mà khoá cổ thì vứt xe ra đường đi đem vô bãi làm gì cho tốn tiền mới kiểm tra xong làm k được bực mình còn gặp cái xe của bạn nữa muốn quạc quạc tại chỗ rồi. Nhắm gửi được thì đừng khoá cổ còn khoá được rồi thì đem ra đường mà để nha. Mãi iu nè,No picture,https://www.facebook.com/groups/ued.confessions/posts/g%E1%BB%ADi-b%E1%BA%A1n-bi%E1%BB%83n-t%E1%BB%89nh-77-g%E1%BB%ADi-xe-s%C3%A1ng-nay-b%E1%BA%A1n-g%E1%BB%ADi-xe-m%C3%A0-kho%C3%A1-c%E1%BB%95-l%C3%A0-sao-g%E1%BB%ADi-xe-m%C3%A0-kho%C3%A1/2050847542097571/?__cft__[0]=AZUHm4Jv1hsi5RGhkeyuh0tElGx7-3zQiFvFiurTp_mHkpYJLYx10-kbA9--JvZ3JGmmSMlflmv2hgrdFm8qNW-sKAPmTr2lTnGOTCR3_qeSQTgPzyHdNUUQxROeEtVxGIskPL9Xl3ysnwvfBIoVQnZL63Ne1O9XIq9PVM89-CZnlLnzF_e0dOjciCA2aJ2NPI9K4II1M3xZR_eWdzh_ki076GIPqJIaPvtFqCE-IMc5CQ&__tn__=%2CO%2CP-R,Success
39,https://www.facebook.com/groups/1976889476160045/user/100058375819011/?__cft__[0]=AZXEcADbqYjB6bgl0xDOJy0rrSdVLOG8Y8jdMcQa_Sc95ETcLHXU5h3bPws6DGvXv6Hp_xsP6WKFTkg2o_V6yzfztrjR3xIk7Le6mTkDcDaeciMlBymPuPPQR4HdnAVMZ3gtJLTomVSxV0hiw3VugWU1_XUGucwpWZIuA2Ymnd6z9ELFo4AqLJhhFymarmYK7eI&__tn__=-UC%2CP-R,Linh Hoàng,Thành viên,11 tháng 11 lúc 07:13,"Sáng nay e từ nhà lên chật vật ko mang đồ về trọ được may gặp được anh tốt bụng giúp mang về dùm ,càm ơn anh rất là nhiều ạ
 Em ko biết a ở lớp nào mà e có chút quà nhỏ treo ở xe anh ,mong lúc anh về thì túi quà vẫn ở đó
,nói chung cảm ơn sự giúp đỡ của anh rất nhiều ,trai sư phạm mãi đỉnh",No picture,https://www.facebook.com/groups/ued.confessions/posts/s%C3%A1ng-nay-e-t%E1%BB%AB-nh%C3%A0-l%C3%AAn-ch%E1%BA%ADt-v%E1%BA%ADt-ko-mang-%C4%91%E1%BB%93-v%E1%BB%81-tr%E1%BB%8D-%C4%91%C6%B0%E1%BB%A3c-may-g%E1%BA%B7p-%C4%91%C6%B0%E1%BB%A3c-anh-t%E1%BB%91t-b%E1%BB%A5ng-/2052782628570729/?__cft__[0]=AZXEcADbqYjB6bgl0xDOJy0rrSdVLOG8Y8jdMcQa_Sc95ETcLHXU5h3bPws6DGvXv6Hp_xsP6WKFTkg2o_V6yzfztrjR3xIk7Le6mTkDcDaeciMlBymPuPPQR4HdnAVMZ3gtJLTomVSxV0hiw3VugWU1_XUGucwpWZIuA2Ymnd6z9ELFo4AqLJhhFymarmYK7eI&__tn__=%2CO%2CP-R,Success
40,No link,Người tham gia ẩn danh,Thành viên,10 tháng 11 lúc 18:42,"Tinh tế, tử tế thôi chưa đủ.
Điều đầu tiên quyết định hạnh phúc lâu bên trước hết phải có kinh tế.
Thời buổi này, có thể tiền đôi khi không mua được hạnh phúc, nhưng tiền có thể duy trì hạnh phúc được bên lâu hơn một chút.",No picture,https://www.facebook.com/groups/ued.confessions/posts/tinh-t%E1%BA%BF-t%E1%BB%AD-t%E1%BA%BF-th%C3%B4i-ch%C6%B0a-%C4%91%E1%BB%A7%C4%91i%E1%BB%81u-%C4%91%E1%BA%A7u-ti%C3%AAn-quy%E1%BA%BFt-%C4%91%E1%BB%8Bnh-h%E1%BA%A1nh-ph%C3%BAc-l%C3%A2u-b%C3%AAn-tr%C6%B0%E1%BB%9Bc-h%E1%BA%BFt-p/2052382411944084/?__cft__[0]=AZV9vRHlPYAzNFGx8NJXLFhIAH_a3rzWykoh6BGLd4_sp0Xj6fDJ4vGCBAXa6SKoCW2hhmbfFHsH1u9qEzS3bwqDrjd0j9YMs-W2ozRVutEEJqwHFN1KtvSoa0kK2mkB-QH99HsLk7PVmCk9xdjShilHc61d-Z3UyLaG-YCvmUO5RAmxPY5_ISe14OvS4h3yQZv-s1abeqoIIOP268z7cz94Tg0YH4ci-jS2oVdZvF5O2Q&__tn__=%2CO%2CP-R,Success
41,No link,Người tham gia ẩn danh,Thành viên,8 tháng 11 lúc 17:08,"Lần đầu đi làm gia sư: Nhận lớp 1tr8, phí 30%. Chuyển tiền rồi gọi PH không được, tt gia sư kêu tối gọi lại. Tới tối bị block hết",No picture,https://www.facebook.com/groups/ued.confessions/posts/l%E1%BA%A7n-%C4%91%E1%BA%A7u-%C4%91i-l%C3%A0m-gia-s%C6%B0-nh%E1%BA%ADn-l%E1%BB%9Bp-1tr8-ph%C3%AD-30-chuy%E1%BB%83n-ti%E1%BB%81n-r%E1%BB%93i-g%E1%BB%8Di-ph-kh%C3%B4ng-%C4%91%C6%B0%E1%BB%A3c-tt-/2050847628764229/?__cft__[0]=AZUZJBptnw6_8xuuCqjvSzRsCVchkL9T45ktBZw86ETaY_ipxvBJJPrEFehhmdJx1wgE5kKqYEBH70g5GMsCGs1sOc66WvIlZIGnfmrs_tuq-ztrho0KkAItXZiX7zbEUKiO4ZH32AAgEJXnRjhtLM9FfU2WR9ue1_boqiKAz-OTQmH6rFgUod5P67RmVhneUTcStvppEwku-Fvfmmb8x8c6ATQPG5gqwwgDa1jxMCfWig&__tn__=%2CO%2CP-R,Success
42,No link,Người tham gia ẩn danh,Thành viên,10 tháng 11 lúc 21:39,Mn biết nhà xe nào đi Diễn Châu đến Đà Nẵng mà đi giờ buổi chiều không ạ?,No picture,https://www.facebook.com/groups/ued.confessions/posts/mn-bi%E1%BA%BFt-nh%C3%A0-xe-n%C3%A0o-%C4%91i-di%E1%BB%85n-ch%C3%A2u-%C4%91%E1%BA%BFn-%C4%91%C3%A0-n%E1%BA%B5ng-m%C3%A0-%C4%91i-gi%E1%BB%9D-bu%E1%BB%95i-chi%E1%BB%81u-kh%C3%B4ng-%E1%BA%A1/2052488501933475/?__cft__[0]=AZXDZ6sBDhgh1T5e9t9bai1uWyLdKgA7Ni6c56Mfr0H21d21EpT6lAf43j8xUxeUXEVrIWMLfWZCCGx_RZrmDM_Y_VQlxtEbsKvguHyUZ-kQfxnInxgu-yuJ4Qbl-FfPFO8SvpF0FLw1ZSi5IH51i79__LA2VXZS35eVjwVBkYygZFjONuDsG6ShhDb7EclFgVcpxRsJPxx94iv6ju-J2AR-J8cQ_wVGYY-lL8yj2jnlYA&__tn__=%2CO%2CP-R,Success
43,https://www.facebook.com/groups/1976889476160045/user/61566978752186/?__cft__[0]=AZUgxN8FLTLoZ1VIUC5jbGdOdUWA_mf3i_wtOTIkyn7KzkTPNE6QN2Ze2d7mFKUWKi4DaqNCxXxcsb_8JkxRB2FOMhftuZRFQDufms6Dy9xeSbk-VlSJlXZ5_zwYtosmttfXmdrO3iTz63Xi-zGFZX0-KrngHvXjRSDsaSuGvRhCki6p_7Cum-ujZWc5cXY7H-8&__tn__=-UC%2CP-R,Bếp Nhà Nhi,Thành viên,11 tháng 11 lúc 02:18,lập team điii măng đen hong mn,No picture,https://www.facebook.com/groups/ued.confessions/posts/l%E1%BA%ADp-team-%C4%91iii-m%C4%83ng-%C4%91en-hong-mn/2052657801916545/?__cft__[0]=AZUgxN8FLTLoZ1VIUC5jbGdOdUWA_mf3i_wtOTIkyn7KzkTPNE6QN2Ze2d7mFKUWKi4DaqNCxXxcsb_8JkxRB2FOMhftuZRFQDufms6Dy9xeSbk-VlSJlXZ5_zwYtosmttfXmdrO3iTz63Xi-zGFZX0-KrngHvXjRSDsaSuGvRhCki6p_7Cum-ujZWc5cXY7H-8&__tn__=%2CO%2CP-R,Success
44,No link,Người tham gia ẩn danh,Thành viên,11 tháng 11 lúc 01:37,Dạ cho em hỏi làm sao để đăng ký tài khoản thư viện số của trường mình được ạ.,No picture,https://www.facebook.com/groups/ued.confessions/posts/d%E1%BA%A1-cho-em-h%E1%BB%8Fi-l%C3%A0m-sao-%C4%91%E1%BB%83-%C4%91%C4%83ng-k%C3%BD-t%C3%A0i-kho%E1%BA%A3n-th%C6%B0-vi%E1%BB%87n-s%E1%BB%91-c%E1%BB%A7a-tr%C6%B0%E1%BB%9Dng-m%C3%ACnh-%C4%91%C6%B0%E1%BB%A3c-%E1%BA%A1/2052636301918695/?__cft__[0]=AZWYVHssxb7S-obSPArxEpSvGkk6536GKWM0M_zwO6v41-a5vGXaHMyw36yUiL3viTYn-jYFh-_XoAXW8xCOou-6HrkaO8pTY5R0oF-Td7T_s-GtbtyJwEZaOfPvjUfH3LTD8Ryb070_eXxAYMQaN09qsN8UyerRZ6LuccB-fz_mUl-oXCKON1YpHWhuyORnbT7vPUhpg-cWbBSCQt1-G3G0yg9v9VTJQa2olfxQ41mw3A&__tn__=%2CO%2CP-R,Success
